Brand,Model,Engine_Type,Transmission,Driven_Kms,Price_In_Lakhs,Location,State,is_BH_series,Car_Age,is_top_trim
Maruti,Ciaz,Petrol,Manual,79242,4.51,Hyderabad,Telangana,0,7,0
Renault,Kwid,Petrol,Manual,89020,2.89,Hyderabad,Telangana,0,6,0
Hyundai,Creta,Petrol,Manual,80223,6.99,Hyderabad,Telangana,0,8,1
Maruti,Other,Petrol,Manual,77215,3.45,Hyderabad,Telangana,0,7,0
Hyundai,i10,Petrol,Manual,71155,2.08,Hyderabad,Andhra Pradesh,0,12,1
Maruti,Vitara Brezza,Diesel,Manual,114209,5.78,Hyderabad,Telangana,0,8,1
Renault,Kwid,Petrol,Auto,74010,2.64,Hyderabad,Telangana,0,8,1
Maruti,Baleno,Petrol,Manual,105276,4.29,Hyderabad,Telangana,0,7,1
Hyundai,Grand i10,Diesel,Manual,122586,3.27,Hyderabad,Telangana,0,8,1
Maruti,Ritz,Petrol,Manual,66076,2.13,Hyderabad,Andhra Pradesh,0,12,0
Hyundai,i10,Petrol,Manual,50025,2.5,Hyderabad,Telangana,0,10,1
Volkswagen,Polo,Petrol,Manual,60603,5.49,Hyderabad,Telangana,0,7,1
Other,Redi Go,Petrol,Manual,46620,2.23,Hyderabad,Telangana,0,6,0
Other,Redi Go,Petrol,Manual,69397,1.82,Hyderabad,Telangana,0,9,0
Hyundai,Xcent,Petrol,Manual,14427,3.07,Hyderabad,Telangana,0,11,0
Maruti,Alto 800,Petrol,Manual,15125,2.6,Hyderabad,Telangana,0,7,0
Mahindra,Thar,Petrol,Auto,27281,12.25,Hyderabad,Telangana,0,2,1
Honda,Amaze,Petrol,Manual,57026,2.95,Hyderabad,Telangana,0,10,0
Honda,City,Petrol,Auto,88593,4.8,Hyderabad,Telangana,0,9,1
Hyundai,NEW SANTRO,Petrol,Manual,41252,3.52,Hyderabad,Telangana,0,7,1
KIA,SONET,Diesel,Manual,45352,9.04,Hyderabad,Telangana,0,3,0
Honda,Brio,Petrol,Manual,72099,2.21,Hyderabad,Andhra Pradesh,0,12,0
Hyundai,NEW I20,Petrol,Auto,33469,6.96,Hyderabad,Telangana,0,2,1
Hyundai,Grand i10,Petrol,Manual,24121,3.21,Hyderabad,Telangana,0,11,1
Hyundai,Xcent,Diesel,Manual,98047,3.06,Hyderabad,Telangana,0,10,0
Maruti,XL6,Petrol,Manual,41745,8.6,Hyderabad,Telangana,0,4,1
Mahindra,Other,Diesel,Manual,109601,4.71,Hyderabad,Telangana,0,7,0
Maruti,Eeco,Petrol,Manual,78668,3.82,Hyderabad,Telangana,0,6,0
Maruti,Ertiga,Petrol,Manual,64565,4.5,Hyderabad,Telangana,0,11,0
Maruti,Ciaz,Petrol,Manual,67257,5.39,Hyderabad,Telangana,0,6,0
Hyundai,i10,Petrol,Manual,66847,1.92,Hyderabad,Andhra Pradesh,0,12,0
Hyundai,Elite i20,Petrol,Auto,50904,5.28,Hyderabad,Telangana,0,7,1
Maruti,Wagon R 1.0,Petrol,Manual,75885,2.47,Hyderabad,Telangana,0,10,0
Tata,Zest,Petrol,Manual,47898,2.8,Hyderabad,Telangana,0,10,0
Mahindra,XUV500,Diesel,Auto,73840,9.77,Hyderabad,Telangana,0,5,1
Hyundai,VENUE,Petrol,Auto,104310,5.9,Hyderabad,Telangana,0,6,1
Ford,Ecosport,Diesel,Manual,140958,3.89,Hyderabad,Telangana,0,9,1
Honda,Amaze,Petrol,Manual,109560,2.69,Hyderabad,Telangana,0,10,0
Renault,Kwid,Petrol,Auto,51964,3.25,Hyderabad,Telangana,0,7,1
Hyundai,Verna,Diesel,Manual,88309,4.72,Hyderabad,Telangana,0,10,0
Maruti,Alto 800,Petrol,Manual,93065,2.3,Hyderabad,Telangana,0,6,0
Hyundai,Verna,Diesel,Manual,144946,3.77,Hyderabad,Telangana,0,11,0
Honda,Amaze,Diesel,Auto,59647,6.47,Hyderabad,Telangana,0,6,1
Maruti,Baleno,Petrol,Auto,24422,5.41,Hyderabad,Telangana,0,7,1
Honda,Amaze,Petrol,Manual,103952,2.83,Hyderabad,Telangana,0,10,0
Ford,Ecosport,Diesel,Manual,125320,3.94,Hyderabad,Telangana,0,9,1
Other,Redi Go,Petrol,Manual,95100,2.0,Hyderabad,Telangana,0,7,0
KIA,SELTOS,Petrol,Manual,75571,9.49,Hyderabad,Telangana,0,4,0
Maruti,Wagon R 1.0,Petrol,Manual,10070,3.65,Hyderabad,Telangana,0,7,0
Hyundai,Verna,Diesel,Manual,113867,3.9,Hyderabad,Andhra Pradesh,0,11,0
Hyundai,Other,Petrol,Auto,107659,10.73,Hyderabad,Telangana,0,4,1
Tata,NEXON,Petrol,Manual,51223,8.23,Hyderabad,Telangana,0,3,1
Hyundai,Creta,Petrol,Auto,47983,12.03,Hyderabad,Telangana,0,4,1
Maruti,Alto 800,Petrol,Manual,100241,2.03,Hyderabad,Telangana,0,8,0
Maruti,New Wagon-R,Petrol,Manual,40746,4.21,Hyderabad,Telangana,0,4,0
Maruti,Swift,Diesel,Manual,92139,3.92,Hyderabad,Telangana,0,10,0
Hyundai,Grand i10,Petrol,Manual,96484,2.7,Hyderabad,Telangana,0,11,1
Ford,Ecosport,Petrol,Auto,84105,4.36,Hyderabad,Telangana,0,9,1
Nissan,Other,Diesel,Manual,61779,6.22,Hyderabad,Telangana,0,6,0
Hyundai,i10,Petrol,Manual,84290,2.56,Hyderabad,Telangana,0,10,1
Hyundai,i20,Diesel,Manual,141813,2.84,Hyderabad,Andhra Pradesh,0,12,1
Hyundai,Elite i20,Diesel,Manual,96003,5.13,Hyderabad,Telangana,0,7,1
Maruti,Eeco,Petrol,Manual,32777,4.08,Hyderabad,Telangana,0,3,0
Maruti,New Wagon-R,Petrol,Auto,31822,5.16,Hyderabad,Telangana,0,3,1
Maruti,Baleno,Petrol,Auto,62927,5.4,Hyderabad,Telangana,0,7,1
Hyundai,Creta,Petrol,Auto,98203,6.42,Hyderabad,Telangana,0,9,1
Volkswagen,Ameo,Petrol,Manual,96313,4.0,Hyderabad,Telangana,0,9,1
Hyundai,Xcent,Petrol,Manual,89348,2.92,Hyderabad,Telangana,0,11,0
Maruti,New Wagon-R,CNG,Manual,112763,4.29,Hyderabad,Telangana,0,3,0
Skoda,KUSHAQ,Petrol,Auto,79400,8.65,Hyderabad,Telangana,0,4,1
Toyota,Innova,Diesel,Manual,94748,9.59,Hyderabad,Telangana,0,10,0
Renault,Kwid,Petrol,Manual,53839,2.99,Hyderabad,Telangana,0,4,0
Volkswagen,Vento,Petrol,Manual,75820,6.63,Hyderabad,Telangana,0,5,1
Hyundai,Grand i10,Petrol,Manual,99190,2.92,Hyderabad,Telangana,0,11,1
Mahindra,Thar,Petrol,Auto,14200,10.29,Hyderabad,Telangana,0,4,1
Tata,NEXON,Petrol,Manual,30670,4.99,Hyderabad,Telangana,0,6,0
Tata,ALTROZ,Petrol,Auto,43481,7.33,Hyderabad,Telangana,0,2,1
Renault,Kwid,Petrol,Manual,36763,2.99,Hyderabad,Telangana,0,7,0
Hyundai,Eon,Petrol,Manual,81190,2.11,Hyderabad,Telangana,0,9,0
Maruti,Alto K10,Petrol,Manual,59977,2.38,Hyderabad,Telangana,0,8,0
Hyundai,Elite i20,Petrol,Manual,64410,5.1,Hyderabad,Telangana,0,8,1
Maruti,Ciaz,Petrol,Auto,127750,5.53,Hyderabad,Telangana,0,7,1
Honda,Amaze,Petrol,Manual,88931,3.38,Hyderabad,Telangana,0,10,0
Hyundai,NEW I20,Petrol,Auto,44462,8.79,Hyderabad,Telangana,0,3,1
Toyota,Etios,Petrol,Manual,75687,3.3,Hyderabad,Telangana,0,11,0
Maruti,Alto K10,Petrol,Manual,113273,2.31,Hyderabad,Telangana,0,7,0
Renault,Other,Diesel,Manual,137524,3.09,Hyderabad,Telangana,0,10,0
Renault,Kwid,Petrol,Auto,28803,4.17,Hyderabad,Telangana,0,3,1
Maruti,Celerio,Petrol,Auto,39401,3.6,Hyderabad,Telangana,0,8,1
Maruti,Vitara Brezza,Diesel,Manual,85198,6.66,Hyderabad,Telangana,0,7,1
Honda,City,Petrol,Auto,66454,9.93,Hyderabad,Telangana,0,3,1
Hyundai,i10,Petrol,Manual,5732,2.69,Hyderabad,Andhra Pradesh,0,12,1
Mahindra,TUV300,Diesel,Manual,66677,5.31,Hyderabad,Telangana,0,9,0
Honda,Amaze,Petrol,Manual,62735,3.75,Hyderabad,Telangana,0,10,0
Maruti,New Wagon-R,Petrol,Manual,46758,4.25,Hyderabad,Telangana,0,4,0
Tata,NEXON,Petrol,Auto,93060,5.5,Hyderabad,Telangana,0,6,0
Maruti,IGNIS,Petrol,Auto,110580,3.65,Hyderabad,Telangana,0,7,1
Maruti,Wagon R 1.0,Petrol,Auto,78443,3.21,Hyderabad,Telangana,0,8,1
Ford,Ecosport,Petrol,Manual,78659,5.17,Hyderabad,Telangana,0,8,1
Tata,ALTROZ,CNG,Manual,40018,7.9,Hyderabad,Telangana,0,0,1
Maruti,Baleno,Petrol,Auto,44598,5.6,Hyderabad,Telangana,0,7,1
Ford,Other,Petrol,Auto,39681,5.68,Hyderabad,Telangana,0,4,1
Renault,Kwid,Petrol,Auto,30456,3.1,Hyderabad,Telangana,0,7,1
Maruti,Wagon R 1.0,Petrol,Manual,48478,2.63,Hyderabad,Telangana,0,10,0
Hyundai,Creta,Petrol,Auto,49184,11.54,Hyderabad,Telangana,0,5,1
KIA,SONET,Petrol,Manual,26983,7.95,Hyderabad,Telangana,0,3,1
Maruti,New Wagon-R,CNG,Manual,41552,4.92,Hyderabad,Telangana,0,2,0
Mahindra,Thar,Petrol,Auto,35823,10.93,Hyderabad,Telangana,0,4,1
Honda,Jazz,Diesel,Manual,123085,3.55,Hyderabad,Telangana,0,10,0
MG,HECTOR,Petrol,Auto,28949,13.08,Hyderabad,Telangana,0,3,1
Hyundai,Xcent,Petrol,Manual,114980,3.06,Hyderabad,Telangana,0,10,0
Maruti,New Wagon-R,Petrol,Manual,32332,4.51,Hyderabad,Telangana,0,4,0
Maruti,Baleno,Petrol,Auto,97116,4.6,Hyderabad,Telangana,0,8,1
MG,HECTOR PLUS,Diesel,Manual,58698,12.0,Hyderabad,Telangana,0,4,0
Ford,Ecosport,Diesel,Manual,106811,3.32,Hyderabad,Telangana,0,11,0
Maruti,Celerio,Petrol,Auto,82469,3.17,Hyderabad,Telangana,0,9,1
Volkswagen,TAIGUN,Petrol,Manual,69631,9.76,Hyderabad,Telangana,0,4,1
Mahindra,Other,Diesel,Manual,40245,6.93,Hyderabad,Telangana,0,4,0
Ford,Ecosport,Petrol,Manual,60669,4.9,Hyderabad,Telangana,0,9,1
Hyundai,i10,Petrol,Auto,21660,2.81,Hyderabad,Andhra Pradesh,0,12,1
Maruti,Wagon R 1.0,Petrol,Auto,20927,3.6,Hyderabad,Telangana,0,8,1
Tata,NEXON,Petrol,Auto,61833,7.06,Hyderabad,Telangana,0,6,1
Maruti,Ciaz,Petrol,Manual,56658,6.45,Hyderabad,Telangana,0,3,0
Maruti,S Cross,Petrol,Auto,71082,7.32,Hyderabad,Telangana,0,3,1
Ford,Ecosport,Petrol,Manual,86654,5.19,Hyderabad,Telangana,0,7,1
Hyundai,Creta,Petrol,Auto,83106,7.69,Hyderabad,Telangana,0,7,1
Hyundai,Grand i10,Petrol,Auto,74644,3.48,Hyderabad,Telangana,0,11,1
Honda,City,Petrol,Manual,35151,4.25,Hyderabad,Telangana,0,10,0
Hyundai,Creta,Diesel,Manual,116727,6.77,Hyderabad,Telangana,0,8,0
Mahindra,Thar,Petrol,Auto,40525,10.03,Hyderabad,Telangana,0,4,1
MG,HECTOR,Petrol,Auto,136085,9.5,Hyderabad,Telangana,0,5,1
Hyundai,NEW I20,Petrol,Manual,89158,7.38,Hyderabad,Telangana,0,2,1
Maruti,S PRESSO,CNG,Manual,23158,4.21,Hyderabad,Telangana,0,1,0
Hyundai,Creta,Petrol,Auto,99463,10.3,Hyderabad,Telangana,0,5,0
Renault,Kwid,Petrol,Auto,39313,3.6,Hyderabad,Telangana,0,5,1
Maruti,New Wagon-R,Petrol,Auto,83783,4.34,Hyderabad,Telangana,0,5,1
Honda,City,Petrol,Manual,91012,4.76,Hyderabad,Telangana,0,11,0
KIA,SELTOS,Diesel,Manual,76870,10.84,Hyderabad,Telangana,0,5,1
KIA,SONET,Diesel,Auto,45992,11.6,Hyderabad,Telangana,0,2,1
Maruti,Vitara Brezza,Petrol,Manual,51828,7.2,Hyderabad,Telangana,0,3,0
Maruti,Dzire,Petrol,Auto,53504,6.12,Hyderabad,Telangana,0,7,1
Hyundai,Grand i10,Petrol,Auto,72126,3.81,Hyderabad,Telangana,0,10,1
MG,HECTOR,Diesel,Manual,62135,10.55,Hyderabad,Telangana,0,6,0
Maruti,Ciaz,Petrol,Manual,49264,6.68,Hyderabad,Telangana,0,4,1
KIA,SELTOS,Diesel,Manual,85632,10.2,Hyderabad,Telangana,0,6,1
Maruti,BREZZA,Petrol,Manual,96221,8.99,Hyderabad,Telangana,0,2,1
Hyundai,Grand i10,Petrol,Manual,76275,4.22,Hyderabad,Telangana,0,6,1
Mahindra,XUV300,Diesel,Auto,126069,7.72,Hyderabad,Telangana,0,4,1
KIA,SONET,Petrol,Auto,48602,9.3,Hyderabad,Telangana,0,3,1
Maruti,Vitara Brezza,Petrol,Auto,83467,7.8,Hyderabad,Telangana,0,5,1
MG,HECTOR,Petrol,Auto,44245,11.63,Hyderabad,Telangana,0,4,1
Honda,Jazz,Petrol,Manual,66875,6.41,Hyderabad,Telangana,0,5,0
Maruti,Baleno,Petrol,Manual,55801,4.75,Hyderabad,Telangana,0,6,0
Ford,Ecosport,Petrol,Manual,66888,3.96,Hyderabad,Telangana,0,10,1
Volkswagen,Polo,Petrol,Manual,59015,5.8,Hyderabad,Telangana,0,5,1
Maruti,S PRESSO,Petrol,Manual,72005,3.05,Hyderabad,Telangana,0,5,0
Hyundai,Grand i10,Petrol,Auto,46735,4.41,Hyderabad,Telangana,0,7,1
Hyundai,Verna,Diesel,Manual,144453,5.1,Hyderabad,Telangana,0,9,0
Tata,Other,Diesel,Manual,124748,1.73,Hyderabad,Telangana,0,9,0
Volkswagen,Polo,Diesel,Manual,94381,5.85,Hyderabad,Telangana,0,7,1
Maruti,Swift Dzire,Diesel,Manual,182167,2.4,Hyderabad,Telangana,0,9,0
Maruti,Alto 800,Petrol,Manual,42288,2.28,Hyderabad,Telangana,0,8,0
Maruti,Alto K10,Petrol,Auto,54886,1.84,Hyderabad,Telangana,0,9,1
Maruti,Alto 800,Petrol,Manual,28602,1.86,Hyderabad,Telangana,0,11,0
Nissan,MAGNITE,Petrol,Manual,23848,3.8,Hyderabad,Telangana,0,3,0
Hyundai,i10,Petrol,Manual,68101,1.78,Hyderabad,Andhra Pradesh,0,13,1
Hyundai,Eon,Petrol,Manual,49965,2.02,Hyderabad,Telangana,0,10,0
Maruti,Wagon R 1.0,CNG,Manual,161332,2.72,Hyderabad,Telangana,0,8,0
Maruti,Swift,Petrol,Manual,94084,3.38,Hyderabad,Andhra Pradesh,0,11,0
Tata,Other,Petrol,Manual,71638,5.43,Hyderabad,Telangana,0,3,0
Hyundai,i10,Petrol,Manual,79703,2.46,Hyderabad,Andhra Pradesh,0,13,0
Maruti,Other,Petrol,Auto,95713,1.58,Hyderabad,Andhra Pradesh,0,14,1
Skoda,Rapid,Diesel,Manual,156608,1.36,Hyderabad,Andhra Pradesh,0,13,0
Mahindra,XUV500,Diesel,Manual,154104,4.55,Hyderabad,Telangana,0,8,0
Honda,Amaze,Diesel,Manual,262082,2.6,Hyderabad,Karnataka,0,11,0
Volkswagen,Polo,Diesel,Manual,118930,2.19,Hyderabad,Andhra Pradesh,0,12,1
Mahindra,XUV500,Diesel,Manual,162090,2.95,Hyderabad,Uttar Pradesh,0,11,0
Hyundai,Elite i20,Diesel,Manual,95334,4.23,Hyderabad,Telangana,0,10,1
Honda,City,Petrol,Manual,94271,4.6,Hyderabad,Telangana,0,10,0
Maruti,Alto K10,Petrol,Manual,60830,3.37,Hyderabad,Telangana,0,2,0
Maruti,Baleno,Petrol,Auto,51326,5.94,Hyderabad,Telangana,0,5,1
Ford,Ecosport,Diesel,Manual,86285,4.72,Hyderabad,Telangana,0,9,1
Honda,Jazz,Petrol,Auto,101129,4.94,Hyderabad,Telangana,0,7,1
Maruti,Ertiga,Diesel,Manual,74483,7.68,Hyderabad,Telangana,0,7,1
Maruti,IGNIS,Diesel,Manual,81674,3.01,Hyderabad,Telangana,0,8,1
Maruti,Swift,Diesel,Manual,99013,5.99,Hyderabad,Telangana,0,7,1
Hyundai,Elite i20,Diesel,Manual,100466,3.55,Hyderabad,Telangana,0,11,1
Hyundai,i20,Petrol,Manual,102183,1.94,Hyderabad,Andhra Pradesh,0,14,1
Tata,NEXON,Petrol,Manual,22877,8.06,Hyderabad,Telangana,0,1,1
Hyundai,Grand i10,Petrol,Manual,83736,3.31,Hyderabad,Andhra Pradesh,0,11,1
Maruti,Other,Petrol,Manual,146284,0.96,Hyderabad,Andhra Pradesh,0,16,0
Tata,Other,Diesel,Manual,191980,1.82,Hyderabad,Telangana,0,8,0
Maruti,S PRESSO,CNG,Manual,175302,2.76,Hyderabad,Telangana,0,3,0
Mahindra,XUV500,Diesel,Manual,88954,3.57,Hyderabad,Telangana,0,11,0
Maruti,Ertiga,Diesel,Manual,88185,10.44,Hyderabad,Telangana,0,6,1
Hyundai,NEW SANTRO,Petrol,Auto,73179,3.48,Hyderabad,Telangana,0,6,1
Honda,Amaze,Petrol,Manual,79380,3.39,Hyderabad,Rajasthan,0,7,0
Hyundai,VENUE,Petrol,Manual,35826,5.65,Hyderabad,Telangana,0,5,0
Renault,TRIBER,Petrol,Manual,124468,5.39,Hyderabad,Telangana,0,3,0
Maruti,Alto 800,Petrol,Manual,9630,1.62,Hyderabad,Andhra Pradesh,0,13,0
Maruti,Alto 800,Petrol,Manual,119111,1.45,Hyderabad,Andhra Pradesh,0,12,0
Tata,NEXON,Petrol,Manual,18923,6.66,Hyderabad,Telangana,0,4,0
Tata,ALTROZ,Petrol,Manual,35529,7.12,Hyderabad,Telangana,0,3,1
Maruti,Ciaz,Diesel,Manual,67256,4.86,Hyderabad,Telangana,0,8,0
Renault,TRIBER,Petrol,Manual,103593,5.85,Hyderabad,Telangana,0,3,0
Volkswagen,Polo,Petrol,Auto,75387,3.28,Hyderabad,Andhra Pradesh,0,11,1
Volkswagen,Vento,Petrol,Auto,67859,2.53,Hyderabad,Maharashtra,0,12,1
Hyundai,Elite i20,Petrol,Manual,104924,3.5,Hyderabad,Telangana,0,8,1
Maruti,Alto 800,Petrol,Manual,104755,1.25,Hyderabad,Andhra Pradesh,0,13,0
Ford,Figo Aspire,Petrol,Manual,43478,2.69,Hyderabad,Telangana,0,10,0
Maruti,Alto 800,Petrol,Manual,69536,2.67,Hyderabad,Andhra Pradesh,0,7,0
Honda,City,Diesel,Manual,124862,2.85,Hyderabad,Uttar Pradesh,0,11,0
Maruti,Alto 800,Petrol,Manual,62776,1.71,Hyderabad,Telangana,0,11,0
KIA,CARENS,Petrol,Manual,63050,10.54,Hyderabad,Telangana,0,3,1
Toyota,Innova,Diesel,Manual,217721,5.38,Hyderabad,Andhra Pradesh,0,13,0
Hyundai,Verna,Diesel,Manual,117219,2.5,Hyderabad,Andhra Pradesh,0,13,0
Maruti,S Cross,Petrol,Manual,34172,8.14,Hyderabad,Telangana,0,3,1
Hyundai,VENUE,Petrol,Manual,20300,7.18,Hyderabad,Maharashtra,0,3,0
Other,Other,Diesel,Auto,174996,7.0,Hyderabad,Andhra Pradesh,0,12,0
Maruti,Alto 800,Petrol,Manual,81906,1.72,Hyderabad,Telangana,0,11,0
Tata,PUNCH,Petrol,Manual,15667,6.7,Hyderabad,Telangana,0,1,0
KIA,SONET,Petrol,Manual,28500,8.34,Hyderabad,Telangana,0,1,0
Volkswagen,Vento,Petrol,Manual,36131,6.74,Hyderabad,Telangana,0,5,1
Tata,Tiago,Petrol,Manual,60877,3.55,Hyderabad,Telangana,0,6,1
Tata,Tiago,Petrol,Manual,43621,2.93,Hyderabad,Delhi,0,7,0
Mahindra,XUV300,Petrol,Manual,12902,6.73,Hyderabad,Telangana,0,1,0
Honda,Amaze,Diesel,Manual,114925,3.42,Hyderabad,Telangana,0,11,0
Honda,Amaze,Diesel,Manual,328970,2.12,Hyderabad,Andhra Pradesh,0,12,0
Hyundai,VENUE,Petrol,Manual,52658,5.66,Hyderabad,Telangana,0,6,0
Renault,Kwid,Petrol,Auto,71382,2.97,Hyderabad,Maharashtra,0,7,1
Hyundai,VENUE,Petrol,Manual,39805,5.95,Hyderabad,Telangana,0,5,0
Nissan,Micra,Petrol,Auto,59663,3.26,Hyderabad,Telangana,0,9,1
Tata,Tiago,Petrol,Manual,131922,2.73,Hyderabad,Telangana,0,8,0
Maruti,Swift,Diesel,Manual,66304,2.35,Hyderabad,Andhra Pradesh,0,13,0
Tata,Tiago,CNG,Manual,70624,3.15,Hyderabad,Telangana,0,7,0
Maruti,Swift Dzire,Petrol,Manual,111810,2.17,Hyderabad,Delhi,0,12,0
Tata,Tiago,Petrol,Manual,49133,3.0,Hyderabad,Telangana,0,7,0
Renault,Kwid,Petrol,Manual,66866,2.15,Hyderabad,Maharashtra,0,8,0
Nissan,Other,Diesel,Manual,14296,2.11,Hyderabad,Andhra Pradesh,0,12,0
Ford,Ecosport,Petrol,Auto,110131,4.84,Hyderabad,Telangana,0,10,1
Maruti,Swift,Petrol,Manual,132816,2.17,Hyderabad,Andhra Pradesh,0,13,0
Other,Other,Diesel,Auto,108133,11.5,Hyderabad,Telangana,0,10,0
Tata,PUNCH,Petrol,Manual,21319,5.25,Hyderabad,Telangana,0,3,0
Maruti,Wagon R 1.0,Petrol,Manual,136216,2.15,Hyderabad,Andhra Pradesh,0,12,0
Tata,Tiago,Diesel,Manual,95730,3.1,Hyderabad,Telangana,0,6,0
KIA,SELTOS,Petrol,Manual,81604,7.58,Hyderabad,Telangana,0,6,0
Hyundai,i10,Petrol,Manual,90705,2.43,Hyderabad,Andhra Pradesh,0,11,1
Maruti,Swift Dzire,Diesel,Manual,89707,2.6,Hyderabad,Uttar Pradesh,0,11,0
Renault,Kwid,Petrol,Manual,69403,2.85,Hyderabad,Telangana,0,6,0
Maruti,Swift Dzire,Diesel,Manual,95027,2.46,Hyderabad,Karnataka,0,9,0
Mahindra,XUV300,Diesel,Manual,65067,6.78,Hyderabad,Telangana,0,6,0
Maruti,Alto 800,Petrol,Manual,32957,2.0,Hyderabad,Telangana,0,10,0
Renault,Kwid,Petrol,Auto,89208,2.77,Hyderabad,Telangana,0,7,1
Hyundai,GRAND I10 NIOS,Petrol,Manual,36606,4.88,Hyderabad,Telangana,0,5,1
Hyundai,Verna,Petrol,Manual,94615,1.59,Hyderabad,Maharashtra,0,14,0
Hyundai,Grand i10,Diesel,Manual,157309,2.78,Hyderabad,Telangana,0,9,1
Maruti,Alto 800,Petrol,Manual,33487,1.54,Hyderabad,Haryana,0,11,0
Renault,Duster,Diesel,Manual,224798,1.5,Hyderabad,Andhra Pradesh,0,13,0
Ford,Figo,Petrol,Manual,58746,0.89,Hyderabad,Delhi,0,14,1
Hyundai,NEW I20,Petrol,Manual,33100,7.6,Hyderabad,Telangana,0,2,1
Toyota,Other,Petrol,Manual,116911,5.5,Hyderabad,Telangana,0,4,0
Volkswagen,Polo,Diesel,Manual,66438,5.1,Hyderabad,Telangana,0,7,1
Maruti,Alto 800,Petrol,Manual,51679,1.8,Hyderabad,Andhra Pradesh,0,8,0
Toyota,Innova,Diesel,Manual,247856,4.72,Hyderabad,Andhra Pradesh,0,12,0
Maruti,Ertiga,Petrol,Manual,172205,6.95,Hyderabad,Telangana,0,5,0
Maruti,Grand Vitara,Petrol,Manual,19229,9.03,Hyderabad,Telangana,0,1,0
Honda,Brio,Petrol,Manual,52093,1.75,Hyderabad,Andhra Pradesh,0,13,0
Volkswagen,Polo,Diesel,Manual,104779,1.43,Hyderabad,Telangana,0,13,1
Maruti,Dzire,Petrol,Manual,151214,3.98,Hyderabad,Telangana,0,7,0
Renault,Kwid,Petrol,Auto,88843,2.89,Hyderabad,Telangana,0,8,1
Maruti,Alto K10,Petrol,Manual,66847,2.29,Hyderabad,Telangana,0,7,0
Hyundai,i10,Petrol,Manual,105362,2.4,Hyderabad,Telangana,0,11,1
Maruti,Swift Dzire,CNG,Manual,80471,1.06,Hyderabad,Delhi,0,14,0
Hyundai,Eon,Petrol,Manual,105098,1.33,Hyderabad,Andhra Pradesh,0,12,0
Volkswagen,Polo,Diesel,Manual,151336,3.0,Hyderabad,Telangana,0,10,1
Maruti,Swift,Diesel,Manual,125837,2.76,Hyderabad,Andhra Pradesh,0,12,0
Ford,Ecosport,Petrol,Manual,71138,2.42,Hyderabad,Haryana,0,11,0
Jeep,Compass,Diesel,Manual,80624,6.18,Hyderabad,Haryana,0,7,0
Tata,NEXON,Diesel,Manual,22026,8.91,Hyderabad,Telangana,0,1,0
Volkswagen,Polo,Petrol,Auto,67365,3.54,Hyderabad,Maharashtra,0,11,1
Maruti,Ertiga,Diesel,Manual,124152,5.57,Hyderabad,Andhra Pradesh,0,12,1
Maruti,Alto 800,Petrol,Manual,115202,1.53,Hyderabad,Andhra Pradesh,0,12,0
Hyundai,i10,Petrol,Manual,34956,1.19,Hyderabad,Delhi,0,13,0
Maruti,Swift Dzire,Diesel,Manual,76392,3.57,Hyderabad,Telangana,0,6,0
Maruti,Wagon R 1.0,Petrol,Manual,109855,2.14,Hyderabad,Andhra Pradesh,0,12,0
Maruti,Alto 800,Petrol,Manual,105197,1.93,Hyderabad,Telangana,0,9,0
Nissan,Other,Petrol,Manual,102560,2.28,Hyderabad,Andhra Pradesh,0,9,0
Mahindra,Kuv100,Diesel,Manual,117111,2.06,Hyderabad,Telangana,0,9,0
Honda,Brio,Petrol,Manual,59455,1.91,Hyderabad,Andhra Pradesh,0,13,0
Maruti,Swift,Petrol,Manual,120296,1.77,Hyderabad,Andhra Pradesh,0,14,0
Skoda,Rapid,Petrol,Manual,41080,6.0,Hyderabad,Telangana,0,7,1
Renault,Kwid,Petrol,Auto,49395,2.58,Hyderabad,Telangana,0,8,1
Hyundai,Elite i20,Petrol,Manual,117355,4.79,Hyderabad,Telangana,0,5,1
Maruti,Alto 800,Petrol,Manual,26672,2.19,Hyderabad,Telangana,0,8,0
Tata,Other,Diesel,Manual,244990,1.3,Hyderabad,Andhra Pradesh,0,12,0
Tata,PUNCH,Petrol,Manual,42213,5.83,Hyderabad,Uttar Pradesh,0,3,1
Chevrolet,Other,Diesel,Manual,123456,3.83,Hyderabad,Telangana,0,9,0
Volkswagen,TAIGUN,Petrol,Manual,8827,10.51,Hyderabad,Telangana,0,1,1
Maruti,Swift,Diesel,Manual,116000,2.39,Hyderabad,Andhra Pradesh,0,13,0
Maruti,Alto K10,Petrol,Manual,57497,1.97,Hyderabad,Telangana,0,9,0
Maruti,Dzire,Petrol,Auto,65489,4.0,Hyderabad,Telangana,0,7,1
Maruti,Swift Dzire,Diesel,Manual,177460,2.94,Hyderabad,Telangana,0,9,0
Tata,Harrier,Diesel,Manual,51431,11.0,Hyderabad,Telangana,0,5,1
Hyundai,Eon,Petrol,Manual,53563,2.17,Hyderabad,Karnataka,0,12,0
Toyota,Etios,Diesel,Manual,163970,3.15,Hyderabad,Telangana,0,10,0
Maruti,Swift,Petrol,Manual,114989,3.8,Hyderabad,Telangana,0,6,0
Maruti,Swift Dzire,Diesel,Manual,149858,4.59,Hyderabad,Telangana,0,11,0
Maruti,Wagon R 1.0,Petrol,Manual,69178,2.28,Hyderabad,Andhra Pradesh,0,12,0
