Brand,Model,Engine_Type,Transmission,Driven_Kms,Price_In_Lakhs,Location,State,is_BH_series,Car_Age,is_top_trim
Hyundai,Elite i20,Petrol,Manual,107266,2.5,Delhi,Delhi,0,10,1
Hyundai,Grand i10,Petrol,Manual,86945,2.28,Delhi,Uttar Pradesh,0,12,1
Volkswagen,Polo,Petrol,Manual,59517,1.2,Delhi,Delhi,0,14,1
Tata,NEXON,Petrol,Manual,96425,7.5,Delhi,Delhi,0,3,1
Honda,Brio,CNG,Manual,90484,1.34,Delhi,Delhi,0,12,0
Other,Other,Petrol,Manual,11699,4.76,Delhi,Delhi,0,2,0
Maruti,Swift Dzire,Petrol,Manual,81946,2.93,Delhi,Delhi,0,10,0
Hyundai,Grand i10,Petrol,Manual,79621,2.0,Delhi,Delhi,0,11,0
Toyota,Innova Crysta,Diesel,Manual,171637,7.28,Delhi,Haryana,0,8,0
Hyundai,Xcent,CNG,Manual,198026,1.63,Delhi,Haryana,0,11,0
Honda,Amaze,Petrol,Manual,92427,3.32,Delhi,Delhi,0,9,0
Hyundai,i10,Petrol,Auto,69051,2.0,Delhi,Delhi,0,12,1
Maruti,Alto K10,Petrol,Manual,46535,2.13,Delhi,Delhi,0,9,0
Tata,Zest,Petrol,Manual,84357,1.36,Delhi,Uttar Pradesh,0,11,0
Hyundai,i20,CNG,Manual,107819,0.9,Delhi,Delhi,0,14,0
Hyundai,Santro Xing,CNG,Manual,95531,1.09,Delhi,Delhi,0,12,0
Maruti,Swift,Petrol,Manual,206505,2.41,Delhi,Haryana,0,9,0
Maruti,Alto 800,CNG,Manual,107273,1.16,Delhi,Haryana,0,11,0
Hyundai,i10,CNG,Manual,92845,0.94,Delhi,Delhi,0,13,0
Toyota,Etios,Petrol,Manual,90888,1.2,Delhi,Delhi,0,14,0
Honda,City,Petrol,Manual,93389,1.85,Delhi,Delhi,0,13,0
Hyundai,Elite i20,CNG,Manual,119018,3.76,Delhi,Haryana,0,7,0
Chevrolet,Other,Petrol,Manual,46674,0.89,Delhi,Delhi,0,13,0
Honda,Brio,Petrol,Manual,73450,1.5,Delhi,Delhi,0,12,0
Renault,Duster,Diesel,Auto,130615,3.37,Delhi,Uttar Pradesh,0,9,1
Honda,Amaze,Petrol,Manual,69567,2.8,Delhi,Delhi,0,8,0
Maruti,Vitara Brezza,Diesel,Manual,81285,4.03,Delhi,Uttar Pradesh,0,8,1
Maruti,Swift,Petrol,Manual,19492,3.92,Delhi,Delhi,0,7,0
Hyundai,Elite i20,Diesel,Manual,63647,4.25,Delhi,Uttar Pradesh,0,7,1
Skoda,Other,Petrol,Manual,190648,0.92,Delhi,Delhi,0,14,1
Hyundai,i20,Petrol,Manual,68662,1.8,Delhi,Delhi,0,12,0
Maruti,Swift,Petrol,Manual,78353,1.84,Delhi,Haryana,0,13,0
Hyundai,Santro Xing,CNG,Manual,76920,0.75,Delhi,Haryana,0,13,0
Maruti,Wagon R 1.0,Petrol,Manual,96959,1.12,Delhi,Delhi,0,13,0
Hyundai,i20,Petrol,Manual,83481,1.35,Delhi,Delhi,0,13,0
Hyundai,Eon,CNG,Manual,111892,0.77,Delhi,Delhi,0,13,0
Maruti,Wagon R 1.0,CNG,Manual,319288,1.4,Delhi,Delhi,0,12,0
Maruti,Wagon R 1.0,Petrol,Manual,54325,1.52,Delhi,Haryana,0,12,0
Hyundai,Other,Petrol,Manual,162984,0.93,Delhi,Delhi,0,12,0
Honda,City,Petrol,Manual,77206,1.7,Delhi,West Bengal,0,13,0
Maruti,IGNIS,Petrol,Manual,57544,3.82,Delhi,Delhi,0,5,0
Ford,Ecosport,Diesel,Manual,95107,2.66,Delhi,Haryana,0,9,0
Honda,Amaze,Petrol,Manual,72256,2.41,Delhi,Haryana,0,9,0
Hyundai,VENUE,Petrol,Manual,11207,7.68,Delhi,Uttar Pradesh,0,1,0
Maruti,Dzire,Petrol,Manual,91912,4.45,Delhi,Delhi,0,7,0
Maruti,Celerio,CNG,Manual,143237,2.45,Delhi,Haryana,0,9,0
Nissan,Other,CNG,Manual,133055,1.94,Delhi,Delhi,0,11,0
Tata,Tiago,Diesel,Manual,179479,2.36,Delhi,Uttar Pradesh,0,7,0
Maruti,Wagon R 1.0,Petrol,Manual,20545,2.51,Delhi,Delhi,0,11,0
Hyundai,i10,Petrol,Manual,30004,1.37,Delhi,Delhi,0,11,0
Maruti,S PRESSO,Petrol,Auto,45456,3.01,Delhi,Haryana,0,4,1
Volkswagen,Vento,Petrol,Manual,93879,1.43,Delhi,Delhi,0,12,0
Hyundai,Grand i10,Petrol,Manual,80471,2.5,Delhi,Delhi,0,9,1
Maruti,Dzire,Petrol,Manual,105778,4.39,Delhi,Haryana,0,7,0
Maruti,Swift,Petrol,Manual,80670,4.47,Delhi,Uttar Pradesh,0,3,0
Hyundai,i20,Petrol,Manual,87484,2.0,Delhi,Delhi,0,12,0
Toyota,Etios,Petrol,Manual,117565,1.12,Delhi,Delhi,0,14,0
Hyundai,Verna,Petrol,Manual,65649,6.34,Delhi,Delhi,0,7,0
Tata,PUNCH,Petrol,Manual,16231,5.3,Delhi,Punjab,0,3,0
Maruti,Wagon R 1.0,CNG,Manual,48966,2.72,Delhi,Delhi,0,7,0
Hyundai,Grand i10,CNG,Manual,81368,1.87,Delhi,Delhi,0,11,1
Maruti,New Wagon-R,CNG,Manual,321589,3.16,Delhi,Uttar Pradesh,0,6,0
Hyundai,i10,CNG,Manual,84248,0.6,Delhi,Delhi,0,14,0
Maruti,Swift Dzire,Petrol,Manual,58250,3.5,Delhi,Delhi,0,10,0
Maruti,Swift Dzire,Petrol,Manual,120721,2.4,Delhi,Haryana,0,12,0
Maruti,Celerio,CNG,Manual,152748,2.87,Delhi,Haryana,0,6,0
Renault,Kwid,Petrol,Manual,59314,1.52,Delhi,Delhi,0,8,0
Toyota,Corolla Altis,Petrol,Manual,165221,3.05,Delhi,Delhi,0,11,0
Honda,Brio,Petrol,Manual,107052,0.92,Delhi,Delhi,0,13,0
Mahindra,XUV500,Diesel,Manual,97374,3.46,Delhi,Haryana,0,9,0
Maruti,Wagon R 1.0,CNG,Manual,100040,1.94,Delhi,Uttar Pradesh,0,10,0
Honda,Other,CNG,Manual,157794,1.1,Delhi,Uttar Pradesh,0,14,0
Honda,City,Diesel,Manual,126084,3.56,Delhi,Haryana,0,9,0
Maruti,Swift,CNG,Manual,127911,2.41,Delhi,Haryana,0,9,0
Ford,Ecosport,Petrol,Auto,72597,2.23,Delhi,Delhi,0,12,1
Honda,City,Petrol,Manual,49439,7.9,Delhi,Punjab,0,5,0
Maruti,Celerio,Petrol,Manual,13714,1.81,Delhi,Delhi,0,10,0
Hyundai,GRAND I10 NIOS,Petrol,Auto,42844,4.16,Delhi,Haryana,0,4,1
Maruti,Swift Dzire,CNG,Manual,93296,2.0,Delhi,Delhi,0,10,0
Hyundai,NEW I20,Petrol,Manual,28905,6.19,Delhi,Delhi,0,4,1
Toyota,Etios,CNG,Manual,64254,2.86,Delhi,Haryana,0,10,0
Hyundai,i10,Petrol,Manual,22972,2.01,Delhi,Delhi,0,10,0
Maruti,Swift,Petrol,Manual,67651,3.74,Delhi,Delhi,0,9,0
Maruti,Wagon R 1.0,CNG,Manual,69129,1.31,Delhi,Delhi,0,13,0
Maruti,Vitara Brezza,Diesel,Manual,128061,4.61,Delhi,Delhi,0,8,1
Tata,PUNCH,Petrol,Manual,8241,6.17,Delhi,Delhi,0,1,0
Hyundai,Grand i10,CNG,Manual,190494,1.62,Delhi,Delhi,0,12,0
Hyundai,GRAND I10 NIOS,CNG,Manual,56433,4.23,Delhi,Uttar Pradesh,0,5,0
Tata,Tiago,Diesel,Manual,56797,1.62,Delhi,Delhi,0,9,0
Volkswagen,Ameo,Petrol,Manual,54685,3.18,Delhi,Delhi,0,7,0
Tata,PUNCH,Petrol,Manual,70777,6.38,Delhi,Delhi,0,3,1
Hyundai,Elite i20,CNG,Manual,59492,3.7,Delhi,Delhi,0,8,1
Honda,Amaze,Petrol,Manual,82160,2.25,Delhi,Uttar Pradesh,0,10,0
Maruti,Ciaz,CNG,Manual,89774,5.26,Delhi,Delhi,0,5,0
Maruti,Alto K10,Petrol,Manual,48047,2.49,Delhi,Haryana,0,9,0
Renault,Kwid,Petrol,Manual,22000,2.4,Delhi,Uttar Pradesh,0,5,0
Maruti,Ertiga,Petrol,Manual,111242,5.5,Delhi,Delhi,0,8,0
Maruti,Eeco,CNG,Manual,115051,2.37,Delhi,Delhi,0,7,0
Maruti,Dzire,Petrol,Auto,116752,4.61,Delhi,Delhi,0,7,1
Hyundai,i20 Active,Diesel,Manual,135600,2.63,Delhi,Delhi,0,10,0
Maruti,Wagon R 1.0,CNG,Manual,90564,1.44,Delhi,Haryana,0,12,0
Hyundai,Grand i10,Petrol,Manual,75134,1.9,Delhi,Delhi,0,11,1
Honda,Brio,Petrol,Manual,83546,2.25,Delhi,Haryana,0,10,0
Maruti,Dzire,Petrol,Auto,137813,3.66,Delhi,Haryana,0,7,1
Maruti,Wagon R 1.0,CNG,Manual,125715,2.4,Delhi,Delhi,0,7,0
Maruti,Wagon R 1.0,CNG,Manual,80598,2.78,Delhi,Haryana,0,7,0
Maruti,Swift,CNG,Manual,104976,2.49,Delhi,Delhi,0,11,0
Hyundai,i20,Petrol,Manual,65581,1.95,Delhi,Delhi,0,12,1
Ford,Figo,Petrol,Manual,110351,1.39,Delhi,Haryana,0,11,1
Honda,Amaze,Petrol,Manual,183926,2.42,Delhi,Haryana,0,11,0
Renault,Kwid,Petrol,Auto,58000,2.53,Delhi,Delhi,0,5,1
Tata,ALTROZ,Petrol,Manual,104665,3.11,Delhi,Haryana,0,4,0
Nissan,Micra,Petrol,Manual,113479,1.03,Delhi,Delhi,0,12,0
Maruti,Swift,Petrol,Manual,62509,2.55,Delhi,Delhi,0,9,0
Honda,Amaze,CNG,Manual,100060,2.04,Delhi,Delhi,0,11,0
Renault,Kwid,Petrol,Manual,52664,2.32,Delhi,Haryana,0,6,0
Chevrolet,Other,Petrol,Manual,78354,0.94,Delhi,Delhi,0,12,0
Honda,City,CNG,Manual,118496,2.11,Delhi,Delhi,0,12,0
Renault,Kwid,Petrol,Auto,80148,2.2,Delhi,Uttar Pradesh,0,7,1
Maruti,Swift,Petrol,Manual,104357,2.67,Delhi,Delhi,0,10,1
Hyundai,Creta,Petrol,Manual,86239,6.5,Delhi,Uttar Pradesh,0,7,1
Maruti,Ritz,Petrol,Manual,96766,1.64,Delhi,Delhi,0,11,0
Hyundai,Grand i10,CNG,Manual,131579,2.56,Delhi,Delhi,0,10,1
Ford,Ecosport,Diesel,Manual,67754,3.78,Delhi,Delhi,0,7,1
Maruti,Vitara Brezza,Diesel,Manual,82826,3.53,Delhi,Delhi,0,7,0
Honda,Brio,Petrol,Manual,60581,1.68,Delhi,Haryana,0,12,0
Tata,Tiago,Petrol,Manual,151121,2.48,Delhi,Delhi,0,7,0
Renault,Duster,Petrol,Manual,54628,2.3,Delhi,Delhi,0,11,0
Honda,City,Petrol,Auto,94284,3.56,Delhi,Delhi,0,11,1
Mahindra,TUV300,Diesel,Manual,91000,3.5,Delhi,Haryana,0,8,0
Other,Other,Petrol,Auto,105175,1.59,Delhi,Delhi,0,14,0
Maruti,Swift,Petrol,Manual,52839,3.28,Delhi,Delhi,0,9,0
Maruti,Wagon R 1.0,Petrol,Manual,83684,1.06,Delhi,Delhi,0,14,0
Honda,Jazz,Petrol,Manual,51956,3.44,Delhi,Delhi,0,7,0
Ford,Ecosport,Diesel,Manual,124296,2.55,Delhi,Haryana,0,8,1
Toyota,Etios,Petrol,Manual,69073,1.3,Delhi,Delhi,0,14,0
Renault,Kwid,Petrol,Manual,71181,1.17,Delhi,Delhi,0,10,0
Maruti,FRONX,Petrol,Auto,52038,7.7,Delhi,Uttar Pradesh,0,2,1
Hyundai,Eon,Petrol,Manual,120375,0.84,Delhi,Uttar Pradesh,0,13,0
Hyundai,i10,Petrol,Manual,27593,1.42,Delhi,Delhi,0,12,0
Honda,Jazz,Petrol,Manual,68989,2.4,Delhi,Haryana,0,9,0
Maruti,Wagon R 1.0,CNG,Manual,90061,1.08,Delhi,Delhi,0,13,0
Mahindra,Kuv100,CNG,Manual,58762,1.78,Delhi,Delhi,0,9,1
Hyundai,Eon,CNG,Manual,155707,0.79,Delhi,Delhi,0,13,0
Maruti,Wagon R 1.0,CNG,Manual,69683,1.0,Delhi,Delhi,0,13,0
Tata,PUNCH,Petrol,Manual,42729,5.2,Delhi,Delhi,0,2,0
Mahindra,TUV300,Diesel,Manual,90059,4.06,Delhi,Delhi,0,9,0
Maruti,Alto 800,CNG,Manual,135293,1.5,Delhi,Delhi,0,9,0
Maruti,Celerio,Petrol,Manual,31000,2.5,Delhi,Haryana,0,8,0
Maruti,Wagon R 1.0,CNG,Manual,104143,1.78,Delhi,Haryana,0,8,0
KIA,SELTOS,Petrol,Auto,73511,9.48,Delhi,Haryana,0,6,1
Maruti,Celerio,CNG,Manual,94603,1.53,Delhi,Haryana,0,11,1
Mahindra,Other,Petrol,Manual,120080,2.49,Delhi,Delhi,0,7,0
Hyundai,Santro Xing,CNG,Manual,151142,1.37,Delhi,Uttar Pradesh,0,11,1
Hyundai,Eon,Petrol,Manual,54773,1.02,Delhi,Haryana,0,13,0
Hyundai,i10,Petrol,Manual,84797,1.49,Delhi,Haryana,0,12,0
Honda,Brio,Petrol,Manual,93309,2.25,Delhi,Uttar Pradesh,0,10,0
Volkswagen,Vento,Petrol,Manual,83393,1.12,Delhi,Delhi,0,13,0
Maruti,Baleno,Petrol,Manual,35043,3.92,Delhi,Delhi,0,4,0
Maruti,Swift,CNG,Manual,116660,3.05,Delhi,Haryana,0,10,0
Maruti,Wagon R 1.0,CNG,Manual,99746,1.24,Delhi,Delhi,0,12,0
Nissan,Other,Petrol,Manual,100003,2.18,Delhi,Haryana,0,11,0
Maruti,Wagon R 1.0,Petrol,Manual,65214,1.9,Delhi,Delhi,0,10,0
Maruti,Wagon R 1.0,CNG,Manual,189857,1.25,Delhi,Haryana,0,12,0
Maruti,Other,CNG,Auto,160695,0.75,Delhi,Delhi,0,15,1
Mahindra,Kuv100,Diesel,Manual,111320,1.6,Delhi,Delhi,0,9,0
Maruti,Alto 800,Petrol,Manual,68498,1.58,Delhi,Bihar,0,10,0
Maruti,Eeco,CNG,Manual,139026,3.12,Delhi,Uttar Pradesh,0,4,0
Skoda,Rapid,Petrol,Manual,73423,2.06,Delhi,Delhi,0,12,0
Hyundai,Grand i10,CNG,Manual,119845,2.49,Delhi,Delhi,0,8,1
Mahindra,Kuv100,Diesel,Manual,139227,1.71,Delhi,Delhi,0,9,1
Volkswagen,Polo,Petrol,Auto,27743,4.13,Delhi,Uttar Pradesh,0,9,1
Hyundai,Elite i20,Petrol,Manual,86186,3.53,Delhi,Uttar Pradesh,0,7,1
Tata,PUNCH,Petrol,Auto,45008,5.8,Delhi,Uttar Pradesh,0,3,1
Ford,Ecosport,Petrol,Manual,150000,2.02,Delhi,Delhi,0,12,1
Maruti,Baleno,Petrol,Manual,64632,2.9,Delhi,Uttar Pradesh,0,9,0
Maruti,Wagon R 1.0,CNG,Manual,114118,1.5,Delhi,Haryana,0,11,0
Ford,Figo Aspire,Diesel,Manual,97662,2.87,Delhi,Haryana,0,8,1
Honda,City,CNG,Manual,198482,2.25,Delhi,Delhi,0,12,0
Hyundai,i10,CNG,Auto,99286,1.1,Delhi,Delhi,0,14,1
Volkswagen,Polo,Petrol,Manual,57623,1.06,Delhi,Delhi,0,14,0
Honda,Amaze,CNG,Manual,133046,1.66,Delhi,Delhi,0,12,0
Maruti,Swift,Petrol,Manual,43265,2.7,Delhi,Delhi,0,10,0
Honda,City,Petrol,Manual,65928,3.65,Delhi,Haryana,0,11,0
Maruti,Baleno,Diesel,Manual,87225,3.07,Delhi,Haryana,0,8,0
Mahindra,Kuv100,Diesel,Manual,140575,1.58,Delhi,Delhi,0,9,1
Honda,Jazz,Diesel,Manual,62139,2.8,Delhi,Uttar Pradesh,0,7,0
Maruti,Swift,Petrol,Auto,48577,4.84,Delhi,Delhi,0,4,1
Maruti,Baleno,Petrol,Manual,80283,2.86,Delhi,Haryana,0,9,0
Hyundai,Creta,Petrol,Manual,57354,6.75,Delhi,Haryana,0,7,0
Mahindra,Kuv100,Petrol,Manual,20346,2.56,Delhi,Delhi,0,8,0
Maruti,Baleno,CNG,Manual,113167,3.03,Delhi,Uttar Pradesh,0,9,1
Maruti,Eeco,Petrol,Manual,61416,1.75,Delhi,Delhi,0,10,0
Hyundai,Eon,Petrol,Manual,166047,0.81,Delhi,Uttar Pradesh,0,13,1
Hyundai,i10,CNG,Manual,106133,1.16,Delhi,Haryana,0,13,0
Hyundai,Grand i10,CNG,Manual,88318,1.69,Delhi,Haryana,0,11,1
Toyota,Etios,Petrol,Manual,95384,1.15,Delhi,Delhi,0,14,0
Maruti,Alto,CNG,Manual,73365,0.65,Delhi,Delhi,0,13,0
Maruti,Swift,CNG,Manual,64694,4.0,Delhi,Delhi,0,7,0
Hyundai,Eon,Petrol,Manual,33915,1.95,Delhi,Haryana,0,7,0
Hyundai,i10,Petrol,Manual,100197,1.65,Delhi,Haryana,0,12,0
Honda,City,Petrol,Auto,82152,3.91,Delhi,Delhi,0,10,1
Hyundai,Santro Xing,CNG,Manual,112513,0.76,Delhi,Delhi,0,14,1
Maruti,Wagon R 1.0,Petrol,Auto,60333,2.8,Delhi,West Bengal,0,7,1
Ford,Figo Aspire,Diesel,Manual,169835,1.84,Delhi,Haryana,0,9,0
Maruti,Swift Dzire,Petrol,Manual,134629,1.1,Delhi,Delhi,0,14,0
Honda,Amaze,CNG,Manual,80000,2.6,Delhi,Delhi,0,9,0
Mahindra,Other,Diesel,Manual,60157,4.25,Delhi,Delhi,0,6,0
Hyundai,i20,Petrol,Manual,108981,1.94,Delhi,Delhi,0,12,1
Renault,Kwid,Petrol,Manual,66249,1.45,Delhi,Uttar Pradesh,0,8,0
Maruti,Alto K10,Petrol,Manual,69037,0.7,Delhi,Haryana,0,14,0
Maruti,Ciaz,Petrol,Manual,46273,5.56,Delhi,Delhi,0,3,0
Toyota,Etios,Petrol,Manual,163150,1.25,Delhi,Delhi,0,14,0
Tata,Harrier,Diesel,Manual,29420,9.0,Delhi,Delhi,0,5,0
Hyundai,Elite i20,Diesel,Manual,162447,3.66,Delhi,Delhi,0,7,1
Tata,Tiago,Petrol,Manual,38164,2.86,Delhi,Haryana,0,6,1
Maruti,Wagon R 1.0,CNG,Manual,188079,1.24,Delhi,Uttar Pradesh,0,13,0
Hyundai,i10,Petrol,Manual,75615,0.88,Delhi,Delhi,0,13,0
Maruti,Ritz,Petrol,Manual,94920,1.94,Delhi,Delhi,0,11,0
Maruti,Wagon R 1.0,CNG,Manual,96718,2.5,Delhi,Delhi,0,7,0
Renault,Kwid,Petrol,Auto,54136,1.86,Delhi,Delhi,0,7,1
Maruti,Wagon R 1.0,CNG,Manual,73982,1.94,Delhi,Delhi,0,9,0
Tata,Tiago,Petrol,Manual,118640,2.6,Delhi,Uttar Pradesh,0,6,0
Maruti,Ciaz,Petrol,Manual,122356,2.5,Delhi,Delhi,0,11,0
Tata,NEXON,Petrol,Manual,35516,5.5,Delhi,Delhi,0,3,0
Hyundai,NEW SANTRO,CNG,Manual,63605,3.4,Delhi,Uttar Pradesh,0,4,1
Nissan,Other,Petrol,Manual,103824,2.2,Delhi,Uttar Pradesh,0,11,0
Hyundai,Verna,Petrol,Auto,64541,1.78,Delhi,Delhi,0,13,1
Hyundai,Xcent,Petrol,Manual,43431,2.75,Delhi,Delhi,0,10,0
Hyundai,VENUE,Petrol,Manual,59347,5.68,Delhi,Uttar Pradesh,0,4,0
Nissan,MAGNITE,Petrol,Auto,12584,5.63,Delhi,Delhi,0,1,1
Maruti,Dzire,CNG,Manual,73509,3.89,Delhi,Delhi,0,7,0
Honda,Amaze,Petrol,Manual,65676,3.24,Delhi,Uttar Pradesh,0,9,0
Maruti,Baleno,Petrol,Manual,53068,3.15,Delhi,Uttar Pradesh,0,9,0
Maruti,Baleno,CNG,Manual,69140,3.75,Delhi,Haryana,0,7,0
Hyundai,Creta,Petrol,Manual,168385,5.26,Delhi,Delhi,0,9,1
Toyota,Etios,Petrol,Manual,185352,3.3,Delhi,Delhi,0,10,0
Maruti,IGNIS,Petrol,Auto,41845,3.36,Delhi,Delhi,0,7,1
Maruti,Alto 800,Petrol,Manual,76013,2.11,Delhi,Delhi,0,8,0
Hyundai,Grand i10,CNG,Manual,84635,2.36,Delhi,Delhi,0,9,0
Maruti,Wagon R 1.0,CNG,Manual,128768,1.17,Delhi,Haryana,0,13,0
Honda,Amaze,Petrol,Manual,77169,2.01,Delhi,Delhi,0,10,0
Tata,PUNCH,Petrol,Manual,28002,4.56,Delhi,Delhi,0,2,0
Hyundai,Grand i10,Petrol,Manual,95937,1.68,Delhi,Delhi,0,11,0
Hyundai,i20,Petrol,Manual,68685,0.81,Delhi,Haryana,0,14,0
Hyundai,i10,Petrol,Manual,191830,0.99,Delhi,Delhi,0,12,0
Honda,Other,Petrol,Auto,12504,12.29,Delhi,Delhi,0,6,1
Maruti,Alto,Petrol,Manual,69918,2.33,Delhi,Haryana,0,6,0
Maruti,Swift,Petrol,Manual,118897,2.72,Delhi,Haryana,0,10,0
Maruti,Swift,Petrol,Manual,37755,4.75,Delhi,Delhi,0,4,0
Volkswagen,Polo,Petrol,Manual,86563,1.27,Delhi,Delhi,0,13,0
Maruti,Wagon R 1.0,CNG,Manual,95269,1.05,Delhi,Delhi,0,13,0
Maruti,Vitara Brezza,Diesel,Manual,125216,5.17,Delhi,Uttar Pradesh,0,7,0
Honda,City,Petrol,Manual,208036,1.0,Delhi,Delhi,0,14,0
Hyundai,Elite i20,Petrol,Manual,33991,3.26,Delhi,Delhi,0,10,1
Maruti,Wagon R 1.0,CNG,Manual,109623,1.25,Delhi,Uttar Pradesh,0,13,0
Honda,Brio,Petrol,Manual,81013,1.14,Delhi,Delhi,0,14,0
Hyundai,i20,Petrol,Manual,104279,1.55,Delhi,Delhi,0,13,0
Hyundai,Eon,Petrol,Manual,75434,1.13,Delhi,Haryana,0,11,0
Maruti,Swift,Petrol,Manual,91366,2.57,Delhi,Uttar Pradesh,0,10,0
Maruti,Wagon R 1.0,CNG,Manual,142670,1.86,Delhi,Uttar Pradesh,0,9,0
Maruti,Vitara Brezza,Diesel,Manual,209161,5.28,Delhi,Delhi,0,8,1
KIA,SELTOS,Diesel,Auto,131844,8.2,Delhi,Haryana,0,5,1
Maruti,IGNIS,Petrol,Auto,47249,4.74,Delhi,Delhi,0,2,1
Maruti,Swift Dzire,Petrol,Manual,97977,3.0,Delhi,Haryana,0,10,0
Honda,City,Petrol,Manual,53054,6.67,Delhi,Haryana,0,4,0
Maruti,Celerio,CNG,Manual,124860,1.93,Delhi,Delhi,0,11,0
Maruti,Swift,Petrol,Manual,88853,4.03,Delhi,Delhi,0,5,0
Maruti,Swift Dzire,Petrol,Manual,202535,1.57,Delhi,Delhi,0,13,0
Maruti,Wagon R 1.0,Petrol,Manual,100905,1.03,Delhi,Delhi,0,14,0
Honda,Amaze,CNG,Manual,111536,2.25,Delhi,Delhi,0,10,0
Hyundai,GRAND I10 NIOS,Petrol,Manual,62584,3.14,Delhi,Delhi,0,6,0
Toyota,Etios,CNG,Manual,150000,1.35,Delhi,Haryana,0,13,0
Honda,City,Petrol,Manual,84809,3.2,Delhi,Delhi,0,11,0
Ford,Ecosport,Petrol,Manual,64607,4.04,Delhi,Delhi,0,7,1
Other,Other,Petrol,Auto,80241,4.5,Delhi,Maharashtra,0,12,0
Honda,Brio,Petrol,Manual,95261,0.9,Delhi,Delhi,0,13,0
Mahindra,Kuv100,Diesel,Manual,99692,1.45,Delhi,Delhi,0,9,0
Maruti,Swift Dzire,Petrol,Manual,82710,0.9,Delhi,Delhi,0,14,0
Hyundai,i10,Petrol,Auto,85408,1.16,Delhi,Delhi,0,13,1
Maruti,Celerio,CNG,Manual,161898,2.24,Delhi,Haryana,0,9,0
Maruti,Vitara Brezza,Diesel,Manual,113069,4.69,Delhi,Delhi,0,8,0
Hyundai,i20,Petrol,Manual,64000,0.94,Delhi,Delhi,0,14,0
Skoda,Rapid,Petrol,Manual,28711,1.76,Delhi,Haryana,0,13,0
Tata,TIGOR,Petrol,Auto,75272,3.57,Delhi,Uttar Pradesh,0,7,0
Maruti,Wagon R 1.0,CNG,Manual,162124,1.49,Delhi,Haryana,0,11,0
Tata,NEXON,Petrol,Manual,44018,4.49,Delhi,Delhi,0,7,0
Honda,Brio,Petrol,Manual,83427,1.23,Delhi,Delhi,0,13,0
Maruti,Wagon R 1.0,Petrol,Manual,57548,1.81,Delhi,Haryana,0,10,0
Maruti,Ciaz,Diesel,Manual,142608,2.49,Delhi,Haryana,0,9,0
Hyundai,i10,Petrol,Manual,170424,0.94,Delhi,Delhi,0,14,0
Hyundai,NEW SANTRO,Petrol,Manual,69715,3.15,Delhi,Delhi,0,6,1
Maruti,Ertiga,CNG,Manual,110427,7.73,Delhi,Uttar Pradesh,0,5,0
Hyundai,i10,Petrol,Manual,132758,1.01,Delhi,Delhi,0,14,0
Volkswagen,Vento,Petrol,Manual,87791,1.1,Delhi,Haryana,0,14,1
Maruti,Wagon R 1.0,CNG,Manual,77502,1.96,Delhi,Delhi,0,11,0
Mahindra,Scorpio,Diesel,Manual,80442,6.0,Delhi,Delhi,0,8,1
Maruti,Alto K10,Petrol,Auto,46913,3.1,Delhi,Haryana,0,7,1
Maruti,Swift Dzire,Petrol,Manual,94310,2.7,Delhi,Delhi,0,10,0
Maruti,Swift,Petrol,Manual,82181,1.85,Delhi,Delhi,0,12,0
Maruti,Wagon R 1.0,Petrol,Manual,30222,2.5,Delhi,Delhi,0,8,0
Tata,PUNCH,Petrol,Manual,8276,6.28,Delhi,Delhi,0,1,0
Hyundai,i20,Petrol,Manual,68382,1.05,Delhi,Delhi,0,14,1
Tata,Tiago,Petrol,Manual,38248,2.92,Delhi,Haryana,0,6,1
Skoda,Rapid,Petrol,Manual,103033,1.96,Delhi,Delhi,0,12,1
Maruti,FRONX,CNG,Manual,12113,7.68,Delhi,Delhi,0,0,0
Jeep,Compass,Petrol,Auto,66848,7.0,Delhi,Delhi,0,7,1
Honda,Amaze,CNG,Manual,61471,2.6,Delhi,Delhi,0,11,0
Maruti,Ciaz,Petrol,Manual,60774,3.97,Delhi,Delhi,0,7,0
Maruti,Alto 800,CNG,Manual,84290,1.92,Delhi,Haryana,0,6,0
Hyundai,Elite i20,Diesel,Manual,149228,3.94,Delhi,Uttar Pradesh,0,8,1
Mahindra,TUV300,Diesel,Manual,65682,4.0,Delhi,Haryana,0,8,0
Hyundai,Santro Xing,Petrol,Manual,105957,0.84,Delhi,Delhi,0,13,0
Maruti,Swift,CNG,Manual,134332,1.89,Delhi,Delhi,0,12,0
Hyundai,Grand i10,CNG,Manual,80388,1.98,Delhi,Delhi,0,10,0
Hyundai,Grand i10,Petrol,Manual,56378,3.81,Delhi,Maharashtra,0,9,1
Hyundai,Eon,Petrol,Manual,26642,1.31,Delhi,Delhi,0,12,0
Honda,City,Petrol,Manual,162211,1.14,Delhi,Delhi,0,14,0
Tata,Zest,Petrol,Manual,36960,2.05,Delhi,Delhi,0,10,0
Hyundai,Verna,Petrol,Manual,103192,2.31,Delhi,Delhi,0,12,0
Maruti,Swift,CNG,Manual,90452,3.53,Delhi,Delhi,0,8,0
Maruti,Vitara Brezza,Diesel,Manual,103786,5.0,Delhi,Delhi,0,8,0
Toyota,Etios,Petrol,Manual,95114,1.29,Delhi,Delhi,0,14,0
Toyota,Corolla Altis,Petrol,Auto,120324,1.95,Delhi,Delhi,0,12,1
